EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2008/4123,Lot 6 Residential Subdivision - 59 lots,Under review,2009-04-21,2029-05-01,Breeze 8 Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3c90f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2008/4123,Lot 6 Residential Subdivision - 59 lots,Under review,2009-04-21,2029-05-01,Breeze 8 Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3c90f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2008/4502,"Duplication of Sturt Highway, approx 3.35 km between Seppeltsfield Rd and Green",Under review,2009-03-26,2015-12-31,"Department for Transport, Energy and Infrastructure (SA)",https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=342efecf-e6dd-e611-bdfe-005056ba00a8,2023-03-18
2008/3948,"Victorian Desalination Project, Bass Coast",Under review,2009-03-19,2059-03-19,Department of Sustainability and Environment,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7154e947-2053-ec11-80cf-00505684c137,2023-03-18
2008/3977,Echo Sands Mineral Sands Mining Project,Under review,2009-03-15,2014-12-30,ILUKA RESOURCES LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=da60fec4-6067-e511-b4b8-005056ba00ab,2023-03-18
2005/2372,Donald Mineral Sands Project,Under review,2009-03-13,2042-03-30,ASTRON LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7c60fec4-6067-e511-b4b8-005056ba00ab,2023-03-18
2007/3411,Residential subdivision,Under review,2009-02-27,2039-12-31,ROSECORP PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=ed93f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2007/3442,Ardglen Quarry extension,Under review,2009-02-26,2038-08-31,DARACON QUARRIES,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=fc93f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2007/3442,Ardglen Quarry extension,Under review,2009-02-26,2038-08-31,DARACON QUARRIES,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=fc93f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2008/3984,Proposed Urban Development,Under review,2009-02-19,2024-12-31,MIRVAC WA PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=dc60fec4-6067-e511-b4b8-005056ba00ab,2023-03-18
