EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2005/2153,Dawson Beach Estate Stage 2,Under review,2007-11-27,2027-11-30,JOAN BUSBY,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9393f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2006/3066,Residential development,Under review,2007-11-15,2027-10-31,R & E Developments Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=a760fec4-6067-e511-b4b8-005056ba00ab,2023-03-18
2006/3063,Peel's Retreat Estate - Residential development,Under review,2007-11-08,2027-12-31,Burtonia Pty Ltd & Carine Nominees,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=a360fec4-6067-e511-b4b8-005056ba00ab,2023-03-18
2006/3063,Peel's Retreat Estate - Residential development,Under review,2007-11-08,2027-12-31,Burtonia Pty Ltd & Carine Nominees,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=a360fec4-6067-e511-b4b8-005056ba00ab,2023-03-18
2004/1624,"Residential development of Lot 3 RP 35335, Doolong Road South",Under review,2007-11-07,2027-12-31,THE GLADS DEVELOPMENT PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5a93f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2004/1624,"Residential development of Lot 3 RP 35335, Doolong Road South",Under review,2007-11-07,2027-12-31,THE GLADS DEVELOPMENT PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5a93f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2007/3297,Moolarben Coal Mine Project,Under review,2007-10-24,2027-12-31,MOOLARBEN COAL MINES PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=d393f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2007/3385,Kraft Pulp Mill and ancillary chemical production and infrastructure,Under review,2007-10-04,2057-12-31,GUNNS LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=e993f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2007/3385,Kraft Pulp Mill and ancillary chemical production and infrastructure,Under review,2007-10-04,2057-12-31,GUNNS LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=e993f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2007/3385,Kraft Pulp Mill and ancillary chemical production and infrastructure,Under review,2007-10-04,2057-12-31,GUNNS LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=e993f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
