EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2005/2095,Brisbane Airport New Parallel Runway Project,Under review,2007-09-13,2096-07-01,BRISBANE AIRPORT CORPORATION PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8d93f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2005/2095,Brisbane Airport New Parallel Runway Project,Under review,2007-09-13,2096-07-01,BRISBANE AIRPORT CORPORATION PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8d93f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2005/2095,Brisbane Airport New Parallel Runway Project,Under review,2007-09-13,2096-07-01,BRISBANE AIRPORT CORPORATION PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8d93f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2005/2095,Brisbane Airport New Parallel Runway Project,Under review,2007-09-13,2096-07-01,BRISBANE AIRPORT CORPORATION PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8d93f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2005/2095,Brisbane Airport New Parallel Runway Project,Under review,2007-09-13,2096-07-01,BRISBANE AIRPORT CORPORATION PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=8d93f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2005/2335,"Lilliponds Residential Resort Estate, Tully Mission Beach Road",Under review,2007-09-12,2027-10-01,Your Resort home Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7a60fec4-6067-e511-b4b8-005056ba00ab,2023-03-18
2005/2335,"Lilliponds Residential Resort Estate, Tully Mission Beach Road",Under review,2007-09-12,2027-10-01,Your Resort home Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7a60fec4-6067-e511-b4b8-005056ba00ab,2023-03-18
2003/1143,Toowoomba Bypass Highway Corridor,Under review,2007-09-11,2022-12-31,QUEENSLAND DEPARTMENT OF MAIN ROADS,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3960fec4-6067-e511-b4b8-005056ba00ab,2023-03-18
2003/1174,"Pacific Highway, Bulahdelah Upgrade",Under review,2007-09-10,2015-12-31,NSW ROADS AND TRAFFIC AUTHORITY,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=4160fec4-6067-e511-b4b8-005056ba00ab,2023-03-18
2003/1174,"Pacific Highway, Bulahdelah Upgrade",Under review,2007-09-10,2015-12-31,NSW ROADS AND TRAFFIC AUTHORITY,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=4160fec4-6067-e511-b4b8-005056ba00ab,2023-03-18
