EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2008/4676,East Landsdale Residential Development,Under review,2009-11-23,2034-11-26,STOCKLAND WA DEVELOPMENTS PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=ea90f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2007/3343,Tomago Road Industrial Subdivision,Under review,2009-11-18,2039-11-19,ASQUITH DEWITT PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=dd93f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2009/4888,"Urban Development, Comprising 806 Lots of Conventional & Medium Density Housing",Under review,2009-11-17,2019-10-30,AV JENNINGS LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2a91f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2009/4748,Infrastructure Upgrade and Construction at Canberra Airport,Under review,2009-11-11,2109-11-15,CANBERRA AIRPORT PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=0191f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2008/4445,Construction of a Bypass Section,Under review,2009-11-04,2019-10-31,DEPARTMENT OF INFRASTRUCTURE ENERGY AND RESOURCES,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=b190f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2006/3017,Karara Magnetite Project,Under review,2009-10-29,2050-10-30,KARARA MINING LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9f60fec4-6067-e511-b4b8-005056ba00ab,2023-03-18
2006/3017,Karara Magnetite Project,Under review,2009-10-29,2050-10-30,KARARA MINING LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9f60fec4-6067-e511-b4b8-005056ba00ab,2023-03-18
2008/4250,Brigadoon Estate Rural Residential Development,Under review,2009-10-08,2025-11-29,Corrib Aran Developments Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7190f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2008/4250,Brigadoon Estate Rural Residential Development,Under review,2009-10-08,2025-11-29,Corrib Aran Developments Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7190f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
2008/4250,Brigadoon Estate Rural Residential Development,Under review,2009-10-08,2025-11-29,Corrib Aran Developments Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7190f6ca-6067-e511-b4b8-005056ba00ab,2023-03-18
