EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2002/910,Silica Sand Mine Expansion,Under review,2013-04-04,2073-12-31,KEMERTON SILICA SAND PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3160fec4-6067-e511-b4b8-005056ba00ab,2023-02-19
2011/6210,Tarkine Forest Drive Road Upgrade,Under review,2013-03-27,2033-03-01,"Department of Infrastructure, Energy and Resources (DIER)",https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2f95f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2011/6210,Tarkine Forest Drive Road Upgrade,Under review,2013-03-27,2033-03-01,"Department of Infrastructure, Energy and Resources (DIER)",https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2f95f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2011/6210,Tarkine Forest Drive Road Upgrade,Under review,2013-03-27,2033-03-01,"Department of Infrastructure, Energy and Resources (DIER)",https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2f95f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2011/6210,Tarkine Forest Drive Road Upgrade,Under review,2013-03-27,2033-03-01,"Department of Infrastructure, Energy and Resources (DIER)",https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2f95f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2011/6210,Tarkine Forest Drive Road Upgrade,Under review,2013-03-27,2033-03-01,"Department of Infrastructure, Energy and Resources (DIER)",https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2f95f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2011/6210,Tarkine Forest Drive Road Upgrade,Under review,2013-03-27,2033-03-01,"Department of Infrastructure, Energy and Resources (DIER)",https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2f95f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2011/6210,Tarkine Forest Drive Road Upgrade,Under review,2013-03-27,2033-03-01,"Department of Infrastructure, Energy and Resources (DIER)",https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2f95f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2011/6210,Tarkine Forest Drive Road Upgrade,Under review,2013-03-27,2033-03-01,"Department of Infrastructure, Energy and Resources (DIER)",https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2f95f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2011/5923,Tarrawonga Coal Project,Under review,2013-03-11,2053-12-31,TARRAWONGA COAL PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=4393f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
