EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2007/3557,The Huntlee New Town,Under review,2009-06-29,2039-12-31,HUNTLEE HOLDINGS PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=4eebf57d-d550-ec11-80cf-00505684c137,2023-02-19
2007/3557,The Huntlee New Town,Under review,2009-06-29,2039-12-31,HUNTLEE HOLDINGS PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=4eebf57d-d550-ec11-80cf-00505684c137,2023-02-19
2008/4173,Southern Seawater Desalination Project,Under review,2009-06-24,2039-12-31,Water Corporation,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5690f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2008/4173,Southern Seawater Desalination Project,Under review,2009-06-24,2039-12-31,Water Corporation,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5690f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2008/4173,Southern Seawater Desalination Project,Under review,2009-06-24,2039-12-31,Water Corporation,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5690f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2008/4229,Sand and Limestone Excavation Quarry,Under review,2009-06-15,2034-06-05,BRONZEWING INVESTMENTS,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=cf0bb8b6-e3dd-e611-bdfe-005056ba00a8,2023-02-19
2008/3959,Tully-Mission Beach Road 40 Lot Residential Subdivision,Under review,2009-06-15,2029-07-01,BUXTON SUPERANNUATION FUND,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=ba60fec4-6067-e511-b4b8-005056ba00ab,2023-02-19
2008/4638,Proposed Urban Development of Lots 1005 & 1006,Under review,2009-06-11,2034-06-30,PEET LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=dc90f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2007/3779,Wyndham Springs Residential Development - Stages 8 & 9,Under review,2009-06-02,2019-06-30,ASSEST 1 PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3794f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2007/3828,"Residential Development in Cooranbong, NSW",Under review,2009-05-28,2039-12-30,JOHNSON PROPERTY GROUP,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=71c58825-4b3f-e711-b32b-005056ba00a7,2023-02-19
