EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2008/4284,Wandoan Coal Mine and Infrastructure Project,Under review,2011-03-14,2043-12-31,Wandoan Holdings Pty Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7790f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2008/4285,Wandoan Coal Project Glebe Weir Raising,Under review,2011-03-14,2043-12-31,Wandoan Holdings Pty Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=7990f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2009/4897,"Upgrade of approx 32km of Main Northern Railway, including construction of 3rd track",Under review,2011-03-08,2031-02-28,AUSTRALIAN RAIL TRACK CORPORATION,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=3091f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2010/5530,Racecourse Development,Under review,2011-03-03,2019-03-03,PAKENHAM RACING CLUB INC,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6592f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2007/3483,tourist and residential development,Under review,2011-03-03,2031-12-31,Smiths Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=1094f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2007/3483,tourist and residential development,Under review,2011-03-03,2031-12-31,Smiths Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=1094f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2009/4890,Rural Residential Development & Associated Infrastructure,Under review,2011-03-02,2026-06-30,DENHOLDER REMOVALS AND STORAGE PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2c91f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2009/4976,Construct and operate 447km high pressure gas transmission pipeline,Under review,2011-02-21,2061-02-22,AUSTRALIA PACIFIC LNG PTY LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=fd528c18-3790-eb11-80c3-00505684c137,2023-02-19
2009/4977,LNG Plant and Ancillary onshore and marine facilities,Under review,2011-02-21,2061-02-22,AUSTRALIA PACIFIC LNG PTY LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=55a9c59e-a86e-ed11-81ac-0022481867fa,2023-02-19
2009/4976,Construct and operate 447km high pressure gas transmission pipeline,Under review,2011-02-21,2061-02-22,AUSTRALIA PACIFIC LNG PTY LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=fd528c18-3790-eb11-80c3-00505684c137,2023-02-19
