EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2008/3945,Eagle Downs Coal Mine Central Queensland,Under review,2011-06-02,2041-05-31,BS Coal Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=b560fec4-6067-e511-b4b8-005056ba00ab,2023-02-19
2011/5819,"construction of a regional scale stormwater detention basin, spillway and outlet",Under review,2011-05-26,2021-05-25,MIRVAC PROJECTS PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=0093f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2010/5331,Residential Sub-Division,Under review,2011-05-24,2026-05-20,ABF GROUP PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=eb91f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2010/5331,Residential Sub-Division,Under review,2011-05-24,2026-05-20,ABF GROUP PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=eb91f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2010/5403,Wonnerup Titanium Mineral Mining Project,Under review,2011-05-22,2026-05-20,Cable Sands (WA) Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=1f92f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2011/5867,Bonney Downs Rail Alignment,Under review,2011-05-20,2032-12-01,ROY HILL INFRASTRUCTURE PTY LTD.,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=2b93f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2009/5109,Six allotment subdivision and associated infrastructure,Under review,2011-05-19,2026-05-30,John Warwick Arrowsmith,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6f91f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2009/5109,Six allotment subdivision and associated infrastructure,Under review,2011-05-19,2026-05-30,John Warwick Arrowsmith,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6f91f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2011/5829,Googong Township Urban Development & associated infrastructure Project,Under review,2011-05-19,2041-05-31,GOOGONG DEVELOPMENT CORPORATION,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=0a93f6ca-6067-e511-b4b8-005056ba00ab,2023-02-19
2010/5513,Additional Rail Infrastructure between Herb Elliott Port Facility and Cloudbreak Mine Site,Under review,2011-05-17,2032-12-01,Fortescue Metals Group Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5eb6fe5f-4852-ec11-80cf-00505684c137,2023-02-19
