EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2017/8024,"Eliwana Iron Ore Mine Project, Pilbara region, WA",Under review,2019-09-25,2050-06-30,FORTESCUE METALS GROUP LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6f4218e0-2e53-ec11-80cf-00505684c137,2023-02-19
2017/7864,Brand Highway Widening and Passing Lanes Project 34.83-164.3 SLK,Under review,2019-09-25,2039-06-16,MAIN ROADS,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=e115ca23-6d52-ec11-80d2-00505684c563,2023-02-19
2017/7941,Bruce Highway Cooroy to Curra (Section D: Woondum to Curra),Under review,2019-09-24,2040-06-30,Department of Transport and Main Roads,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=722524c5-a387-eb11-80c2-00505684c137,2023-02-19
2017/7941,Bruce Highway Cooroy to Curra (Section D: Woondum to Curra),Under review,2019-09-24,2040-06-30,Department of Transport and Main Roads,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=722524c5-a387-eb11-80c2-00505684c137,2023-02-19
2018/8250,"South Capel Remediation Project, WA",Under review,2019-09-19,2045-12-31,ILUKA RESOURCES LIMITED,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=96c57a8f-3fb7-ea11-97dc-00505684324c,2023-02-19
2018/8244,"Residential subdivision, Lot 501 Vasse Hwy, Yalyalup, WA",Under review,2019-09-16,2049-10-01,Dorothy Blum,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9a163abf-75b6-ea11-8731-005056842ad1,2023-02-19
2018/8244,"Residential subdivision, Lot 501 Vasse Hwy, Yalyalup, WA",Under review,2019-09-16,2049-10-01,Dorothy Blum,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=9a163abf-75b6-ea11-8731-005056842ad1,2023-02-19
2017/7974,Moolarben Coal Operations Open Cut Optimisation Modification,Under review,2019-09-06,2050-12-31,MOOLARBEN COAL OPERATIONS PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=58202e20-6f52-ec11-80d2-00505684c563,2023-02-19
2017/7974,Moolarben Coal Operations Open Cut Optimisation Modification,Under review,2019-09-06,2050-12-31,MOOLARBEN COAL OPERATIONS PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=58202e20-6f52-ec11-80d2-00505684c563,2023-02-19
2017/7974,Moolarben Coal Operations Open Cut Optimisation Modification,Under review,2019-09-06,2050-12-31,MOOLARBEN COAL OPERATIONS PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=58202e20-6f52-ec11-80d2-00505684c563,2023-02-19
