EPBC Number,Project,Offset Name,Project Approval Date,Project Approval Expiry Date,Approval Holder,Url,Scraped
2012/6615,"Santos GLNG Gas Field Development Project, QLD",Under review,2016-03-22,2066-03-31,Santos Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=f987eb5a-d279-e811-817f-005056ba00a7,2023-02-19
2012/6448,"Dam D Tailings Storage Facility, TAS",Under review,2016-03-18,2046-02-01,BLUESTONE MINES TASMANIA JOINT VENTURE PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=cd2e2722-2853-ec11-80cf-00505684c137,2023-02-19
2011/5965,Rolleston Coal Expansion Project,Under review,2016-03-18,2046-02-05,Glencore Coal Queensland Pty Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5f8231d8-9cf5-e711-b191-005056ba00a8,2023-02-19
2011/5965,Rolleston Coal Expansion Project,Under review,2016-03-18,2046-02-05,Glencore Coal Queensland Pty Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=5f8231d8-9cf5-e711-b191-005056ba00a8,2023-02-19
2013/6906,"Upgrade existing coal preparation, infrastructure & transport as part of Coal Logistics Project, NSW",Under review,2016-03-02,2055-12-31,Centennial Northern Coal Services Pty Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=818cfaaa-2c53-ec11-80cf-00505684c137,2023-02-19
2013/6906,"Upgrade existing coal preparation, infrastructure & transport as part of Coal Logistics Project, NSW",Under review,2016-03-02,2055-12-31,Centennial Northern Coal Services Pty Limited,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=818cfaaa-2c53-ec11-80cf-00505684c137,2023-02-19
2014/7354,"Construction of waste storage cells - Farm Stage 3, 4 and 5, Red Hill, WA",Under review,2016-02-24,2026-12-31,Eastern Metropolitan Regional Council (EMRC),https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=64005bad-efb4-e911-ad32-00505684324c,2023-02-19
2013/6941,"Industrial Development in the Greater Flagstone Urban Development Area 4499-4651 Mount Lindesay Hwy, Nth Maclean (Lot 39) Qld",Under review,2016-02-10,2050-12-31,Trust Company (Australia) Limited (ACN: 000 000 993) as custodian for CH Hydrangea Pty Ltd,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=e287efb2-2657-ec11-80cf-00505684c137,2023-02-19
2014/7380,"Residential development, 96-166 Centre Road Narre Warren, Victoria",Under review,2016-02-05,2031-01-01,NARRE WARREN CENTRAL PTY LTD,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=6689ba72-598b-eb11-80c3-00505684c137,2023-02-19
2011/6176,Extension of an open cut coal mine,Under review,2016-01-29,2030-11-30,Glencore,https://epbcpublicportal.awe.gov.au/offsets-register/offset-detail/?id=1f7768f5-35a4-e911-9566-005056842ad1,2023-02-19
